sequence_id,phage_id,pident,algn_length,mismatch,gapopen,phagestart,phageend,phagelength,evalue,bitscore,phage_cg,phage_taxonomy,phage_completeness,phage_host,phage_lifestyle,phage_source
ERZ919804@264_sp0,IMGVR_UViG_3300008272_000429|3300008272|Ga0111092_1000084|56877-108771,100.0,28,0,0,23470,23443,51895,4.1e-06,56.0,47.44002312361499,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919804@264_sp0,IMGVR_UViG_3300029684_000347|3300029684|Ga0245194_100121|118812-168365,100.0,28,0,0,23471,23444,49554,4.1e-06,56.0,47.87100940388263,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919804@264_sp0,MGV-GENOME-0233301,100.0,28,0,0,16438,16411,33970,4.1e-06,56.0,46.98263173388284,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919804@264_sp0,MGV-GENOME-0340367,96.429,28,1,0,51503,51476,65887,0.001,48.1,42.48941369314129,Caudovirales,High-quality,Bacteroidales,virulent,MGV
ERZ919804@264_sp0,MGV-GENOME-0329850,96.429,28,1,0,37528,37555,58975,0.001,48.1,43.79991521831285,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919804@264_sp0,MGV-GENOME-0329611,96.429,28,1,0,11163,11136,47720,0.001,48.1,44.478206202849954,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp0,uvig_83833,100.0,30,0,0,4857,4886,24591,2.92e-07,60.0,39.485990809645806,Caudovirales,Low-quality,Parabacteroides distasonis,virulent,GPD
ERZ919825@158_sp0,uvig_292017,100.0,30,0,0,24492,24521,65221,2.92e-07,60.0,43.24680701001211,Caudovirales,Low-quality,Parabacteroides distasonis,virulent,GPD
ERZ919825@158_sp0,uvig_295496,100.0,30,0,0,41833,41862,52125,2.92e-07,60.0,42.17937649880096,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,GPD
ERZ919825@158_sp0,SAMN00792094_a1_ct111835_vs1,100.0,30,0,0,9898,9927,13841,2.92e-07,60.0,42.72090166895455,-,Low-quality,Parabacteroides,virulent,CHVD
ERZ919825@158_sp0,MGV-GENOME-0274917,100.0,30,0,0,19961,19990,26824,2.92e-07,60.0,43.677303906949,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp0,ivig_3934,100.0,30,0,0,27400,27371,67665,2.92e-07,60.0,41.9729549988916,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
ERZ919825@158_sp0,MGV-GENOME-0214884,100.0,30,0,0,13934,13905,30637,2.92e-07,60.0,46.25779286483663,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp0,IMGVR_UViG_2857894125_000005|2857894125|2857894126|120505-171115,100.0,30,0,0,23158,23129,50611,2.92e-07,60.0,47.432376360870165,Caudoviricetes,High-quality,Parabacteroides distasonis,temperate,IMG_VR
ERZ919825@158_sp0,IMGVR_UViG_2849620151_000003|2849620151|2849620211|120546-171684,100.0,30,0,0,23158,23129,51139,2.92e-07,60.0,47.27898472789847,Caudoviricetes,High-quality,Parabacteroides distasonis,temperate,IMG_VR
ERZ919825@158_sp0,IMGVR_UViG_3300045988_115461|3300045988|Ga0495776_019850,100.0,30,0,0,19635,19606,61912,2.92e-07,60.0,41.65105310763664,Caudoviricetes,Complete,Parabacteroides,virulent,IMG_VR
ERZ919825@158_sp1,MGV-GENOME-0329850,100.0,30,0,0,1064,1093,58975,2.92e-07,60.0,43.79991521831285,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp1,MGV-GENOME-0326705,100.0,30,0,0,54886,54857,56386,2.92e-07,60.0,43.7218458482602,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp1,MGV-GENOME-0324570,100.0,30,0,0,2188,2217,56412,2.92e-07,60.0,43.60774303339715,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp1,MGV-GENOME-0335282,100.0,30,0,0,59842,59813,62029,2.92e-07,60.0,43.47966273839656,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp1,MGV-GENOME-0214884,100.0,30,0,0,13868,13839,30637,2.92e-07,60.0,46.25779286483663,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp1,Ma_2019_SRR413651_NODE_252_length_62890_cov_4.280290,100.0,30,0,0,2187,2216,62890,2.92e-07,60.0,43.87024964223247,Caudovirales,Complete,Lachnospiraceae,virulent,GVD
ERZ919825@158_sp1,IMGVR_UViG_7000000570_000258|7000000570|SRS051882_Baylor_scaffold_3869|25564-83328,100.0,30,0,0,1991,2020,57765,2.92e-07,60.0,43.75833116939323,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919825@158_sp1,IMGVR_UViG_3300029090_000093|3300029090|Ga0169218_100009|4777-66023,100.0,30,0,0,57413,57442,61247,2.92e-07,60.0,43.96623508090192,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919825@158_sp1,IMGVR_UViG_3300007796_000273|3300007796|Ga0105889_100122|25618-87319,100.0,30,0,0,1991,2020,61702,2.92e-07,60.0,43.53667628277852,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919825@158_sp1,IMGVR_UViG_2868548784_000001|2868548784|2868548786|127294-187271,100.0,30,0,0,57989,57960,59978,2.92e-07,60.0,42.3355230251092,Caudoviricetes,High-quality,Parabacteroides distasonis,temperate,IMG_VR
ERZ919825@158_sp2,uvig_33563,100.0,28,0,0,11019,11046,17426,4.1e-06,56.0,44.93285894640193,Caudovirales,Low-quality,Parabacteroides distasonis,virulent,GPD
ERZ919825@158_sp2,MGV-GENOME-0314486,100.0,28,0,0,46555,46582,51666,4.1e-06,56.0,43.57023961599504,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp2,MGV-GENOME-0214884,100.0,28,0,0,13802,13775,30637,4.1e-06,56.0,46.25779286483663,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp2,IMGVR_UViG_2857894125_000005|2857894125|2857894126|120505-171115,100.0,28,0,0,23026,22999,50611,4.1e-06,56.0,47.432376360870165,Caudoviricetes,High-quality,Parabacteroides distasonis,temperate,IMG_VR
ERZ919825@158_sp2,IMGVR_UViG_2849620151_000003|2849620151|2849620211|120546-171684,100.0,28,0,0,23026,22999,51139,4.1e-06,56.0,47.27898472789847,Caudoviricetes,High-quality,Parabacteroides distasonis,temperate,IMG_VR
ERZ919825@158_sp2,IMGVR_UViG_3300045988_090776|3300045988|Ga0495776_097065,100.0,28,0,0,19944,19971,47835,4.1e-06,56.0,42.6695933939584,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ919825@158_sp2,IMGVR_UViG_3300029548_000004|3300029548|Ga0245003_100410,100.0,28,0,0,36967,36940,61625,4.1e-06,56.0,43.26977687626775,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ919825@158_sp2,Ma_2019_SRR413603_NODE_211_length_81528_cov_10.140758,100.0,28,0,0,46555,46582,81528,4.1e-06,56.0,43.58257285840448,Caudovirales,High-quality,Lachnospiraceae,virulent,GVD
ERZ919825@158_sp2,uvig_325095,100.0,28,0,0,46555,46582,51666,4.1e-06,56.0,43.57023961599504,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,GPD
ERZ919825@158_sp2,SAMN00792094_a1_ct111835_vs1,100.0,28,0,0,10030,10057,13841,4.1e-06,56.0,42.72090166895455,-,Low-quality,Parabacteroides,virulent,CHVD
ERZ919825@158_sp3,MGV-GENOME-0367414,100.0,30,0,0,76623,76652,101310,2.92e-07,60.0,33.669923995656895,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp3,MGV-GENOME-0364684,100.0,30,0,0,59111,59140,94178,2.92e-07,60.0,33.46747648070675,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp3,uvig_467815,100.0,30,0,0,56274,56303,86299,2.92e-07,60.0,33.77095910728977,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,GPD
ERZ919825@158_sp3,uvig_390079,100.0,30,0,0,39758,39787,99638,2.92e-07,60.0,33.472169252694755,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
ERZ919825@158_sp3,NC_055875.1,100.0,30,0,0,4823,4852,99985,2.92e-07,60.0,33.53202980447067,Caudovirales,Complete,Homo sapiens,virulent,REFSEQ
ERZ919825@158_sp3,MGV-GENOME-4431723,100.0,30,0,0,40724,40753,79239,2.92e-07,60.0,33.29925920317016,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp3,MGV-GENOME-0368472,100.0,30,0,0,38479,38508,103575,2.92e-07,60.0,33.59787593531258,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp3,MGV-GENOME-0367601,100.0,30,0,0,27367,27396,101657,2.92e-07,60.0,33.52056425037135,Caudovirales,Complete,Parabacteroides,virulent,MGV
ERZ919825@158_sp3,MGV-GENOME-0367307,100.0,30,0,0,81675,81704,99778,2.92e-07,60.0,33.56952434404378,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp3,MGV-GENOME-0367197,100.0,30,0,0,29740,29769,101009,2.92e-07,60.0,33.40692413547308,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp4,MGV-GENOME-0303864,100.0,30,0,0,35725,35754,47814,2.92e-07,60.0,38.84636298991927,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp4,MGV-GENOME-0214884,100.0,30,0,0,13672,13643,30637,2.92e-07,60.0,46.25779286483663,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp4,Ma_2019_SRR413710_NODE_402_length_48831_cov_3.923056,100.0,30,0,0,29595,29624,48831,2.92e-07,60.0,38.5288034240544,Caudovirales,High-quality,Tannerellaceae,virulent,GVD
ERZ919825@158_sp4,IMGVR_UViG_2857894125_000005|2857894125|2857894126|120505-171115,100.0,30,0,0,22896,22867,50611,2.92e-07,60.0,47.432376360870165,Caudoviricetes,High-quality,Parabacteroides distasonis,temperate,IMG_VR
ERZ919825@158_sp4,IMGVR_UViG_2849620151_000003|2849620151|2849620211|120546-171684,100.0,30,0,0,22896,22867,51139,2.92e-07,60.0,47.27898472789847,Caudoviricetes,High-quality,Parabacteroides distasonis,temperate,IMG_VR
ERZ919825@158_sp4,IMGVR_UViG_3300045988_107388|3300045988|Ga0495776_097033,100.0,30,0,0,35725,35754,47814,2.92e-07,60.0,38.84636298991927,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ919825@158_sp4,IMGVR_UViG_3300045988_119155|3300045988|Ga0495776_096834,100.0,30,0,0,36149,36178,47668,2.92e-07,60.0,38.46605689351347,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ919825@158_sp4,IMGVR_UViG_3300045988_144301|3300045988|Ga0495776_015355,100.0,30,0,0,10420,10391,46214,2.92e-07,60.0,38.79127537109967,Caudoviricetes,Complete,Parabacteroides,virulent,IMG_VR
ERZ919825@158_sp4,IMGVR_UViG_3300045988_129490|3300045988|Ga0495776_055675,100.0,30,0,0,34387,34416,43230,2.92e-07,60.0,38.62826740689336,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ919825@158_sp4,IMGVR_UViG_3300045988_133565|3300045988|Ga0495776_096791,100.0,30,0,0,9928,9899,47639,2.92e-07,60.0,38.46848170616512,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ919825@158_sp5,MGV-GENOME-0324570,100.0,30,0,0,54168,54197,56412,2.92e-07,60.0,43.60774303339715,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp5,MGV-GENOME-0323802,100.0,30,0,0,52171,52200,56053,2.92e-07,60.0,42.661409737213,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp5,MGV-GENOME-0319089,100.0,30,0,0,49507,49536,53726,2.92e-07,60.0,44.39749841789823,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp5,MGV-GENOME-0316179,100.0,30,0,0,48853,48882,52414,2.92e-07,60.0,43.446407448391646,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp5,uvig_107293,100.0,30,0,0,39563,39592,49115,2.92e-07,60.0,42.02585768095287,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
ERZ919825@158_sp5,MGV-GENOME-0332559,100.0,30,0,0,18959,18988,56835,2.92e-07,60.0,42.41048649599718,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp5,MGV-GENOME-0316543,100.0,30,0,0,48398,48427,52574,2.92e-07,60.0,44.4383155171758,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp5,MGV-GENOME-0310544,100.0,30,0,0,49911,49940,50106,2.92e-07,60.0,44.55953378836866,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp5,MGV-GENOME-0277695,100.0,30,0,0,40144,40173,41773,2.92e-07,60.0,44.502429799152566,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919825@158_sp5,MGV-GENOME-0275816,100.0,30,0,0,41214,41243,41387,2.92e-07,60.0,42.24514944306183,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919832@493_sp0,MGV-GENOME-0372052,100.0,29,0,0,30152,30180,118751,1.15e-06,58.0,40.68681526892405,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919832@493_sp0,uvig_24291,100.0,29,0,0,7528,7500,72227,1.15e-06,58.0,40.80191618092957,Caudovirales,Low-quality,Parabacteroides distasonis,virulent,GPD
ERZ919832@493_sp0,MGV-GENOME-0376350,100.0,29,0,0,3697,3725,154353,1.15e-06,58.0,41.40703452475819,Caudovirales,Complete,Parabacteroides,virulent,MGV
ERZ919832@493_sp0,MGV-GENOME-0376324,100.0,29,0,0,151007,150979,154210,1.15e-06,58.0,41.17502107515725,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919832@493_sp0,MGV-GENOME-0376142,100.0,29,0,0,59794,59822,152547,1.15e-06,58.0,41.31120244908127,Caudovirales,Complete,Parabacteroides,virulent,MGV
ERZ919832@493_sp0,MGV-GENOME-0376091,100.0,29,0,0,64936,64964,152127,1.15e-06,58.0,41.50808206301314,Caudovirales,Complete,Parabacteroides,virulent,MGV
ERZ919832@493_sp0,MGV-GENOME-0376062,100.0,29,0,0,146861,146833,151809,1.15e-06,58.0,41.832170688167366,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919832@493_sp0,MGV-GENOME-0376000,100.0,29,0,0,100692,100664,151290,1.15e-06,58.0,41.37153810562496,Caudovirales,Complete,Parabacteroides,virulent,MGV
ERZ919832@493_sp0,MGV-GENOME-0375896,100.0,29,0,0,45722,45694,150521,1.15e-06,58.0,41.22813428026655,Caudovirales,Complete,Parabacteroides,virulent,MGV
ERZ919832@493_sp0,MGV-GENOME-0375886,100.0,29,0,0,138399,138427,150370,1.15e-06,58.0,41.48566868391301,Caudovirales,Complete,Parabacteroides,virulent,MGV
ERZ919832@493_sp1,MGV-GENOME-0305692,100.0,29,0,0,11304,11332,48449,1.15e-06,58.0,43.97407583231852,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919832@493_sp1,MGV-GENOME-0294189,100.0,29,0,0,36460,36432,45200,1.15e-06,58.0,42.11504424778761,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919832@493_sp1,MGV-GENOME-0247016,100.0,29,0,0,21150,21122,36251,1.15e-06,58.0,44.82910816253345,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919832@493_sp1,Ma_2019_SRR413594_NODE_206_length_60601_cov_5.584250,100.0,29,0,0,46409,46437,60601,1.15e-06,58.0,42.26662926354351,Caudovirales,Complete,Lachnospiraceae,virulent,GVD
ERZ919832@493_sp1,MGV-GENOME-0320664,100.0,29,0,0,17991,18019,41069,1.15e-06,58.0,39.95471036548248,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919832@493_sp1,MGV-GENOME-0296755,100.0,29,0,0,2812,2840,45802,1.15e-06,58.0,42.43919479498712,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919832@493_sp1,uvig_556210,100.0,29,0,0,24078,24050,35464,1.15e-06,58.0,41.75783893525829,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,GPD
ERZ919832@493_sp1,uvig_443818,100.0,29,0,0,45503,45475,57593,1.15e-06,58.0,44.36476655149063,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,GPD
ERZ919832@493_sp1,IMGVR_UViG_3300029029_000063|3300029029|Ga0169670_100184|65-60848,100.0,29,0,0,44450,44422,60784,1.15e-06,58.0,44.2715188207423,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919832@493_sp1,IMGVR_UViG_3300029076_000048|3300029076|Ga0169233_100049|98605-156236,100.0,29,0,0,44597,44569,57632,1.15e-06,58.0,44.25666296501943,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919832@493_sp2,IMGVR_UViG_3300014963_000873|3300014963|Ga0134523_1000091|131548-184471,100.0,29,0,0,25368,25396,52924,1.15e-06,58.0,45.7656261809387,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919832@493_sp2,IMGVR_UViG_3300029577_000368|3300029577|Ga0244883_100452|27294-73147,100.0,29,0,0,27558,27530,45854,1.15e-06,58.0,44.90338901731583,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919832@493_sp2,IMGVR_UViG_3300029470_000188|3300029470|Ga0244172_100056|27280-81191,100.0,29,0,0,27557,27529,53912,1.15e-06,58.0,45.65773853687491,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919832@493_sp2,IMGVR_UViG_3300023486_000241|3300023486|Ga0257044_10256|3-40292,100.0,29,0,0,12736,12764,40290,1.15e-06,58.0,43.85207247455944,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919832@493_sp2,IMGVR_UViG_2873685200_000010|2873685200|2873685302|23581-77945,100.0,29,0,0,27554,27526,54365,1.15e-06,58.0,45.474110181182745,Caudoviricetes,High-quality,Parabacteroides distasonis,temperate,IMG_VR
ERZ919832@493_sp2,IMGVR_UViG_3300045988_171622|3300045988|Ga0495776_130368,100.0,29,0,0,28321,28293,55476,1.15e-06,58.0,45.36916864950609,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ919832@493_sp2,MGV-GENOME-0322576,100.0,29,0,0,28321,28293,55476,1.15e-06,58.0,45.36916864950609,,High-quality,Parabacteroides,virulent,MGV
ERZ919832@493_sp2,MGV-GENOME-0186829,100.0,29,0,0,9443,9471,24597,1.15e-06,58.0,43.10281741675814,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919836@373_sp0,IMGVR_UViG_3300014963_000873|3300014963|Ga0134523_1000091|131548-184471,100.0,29,0,0,25396,25368,52924,1.15e-06,58.0,45.7656261809387,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919836@373_sp0,IMGVR_UViG_3300029577_000368|3300029577|Ga0244883_100452|27294-73147,100.0,29,0,0,27530,27558,45854,1.15e-06,58.0,44.90338901731583,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919836@373_sp0,IMGVR_UViG_3300029470_000188|3300029470|Ga0244172_100056|27280-81191,100.0,29,0,0,27529,27557,53912,1.15e-06,58.0,45.65773853687491,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919836@373_sp0,IMGVR_UViG_3300023486_000241|3300023486|Ga0257044_10256|3-40292,100.0,29,0,0,12764,12736,40290,1.15e-06,58.0,43.85207247455944,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919836@373_sp0,IMGVR_UViG_2873685200_000010|2873685200|2873685302|23581-77945,100.0,29,0,0,27526,27554,54365,1.15e-06,58.0,45.474110181182745,Caudoviricetes,High-quality,Parabacteroides distasonis,temperate,IMG_VR
ERZ919836@373_sp0,IMGVR_UViG_3300045988_171622|3300045988|Ga0495776_130368,100.0,29,0,0,28293,28321,55476,1.15e-06,58.0,45.36916864950609,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ919836@373_sp0,MGV-GENOME-0322576,100.0,29,0,0,28293,28321,55476,1.15e-06,58.0,45.36916864950609,,High-quality,Parabacteroides,virulent,MGV
ERZ919836@373_sp0,MGV-GENOME-0186829,100.0,29,0,0,9471,9443,24597,1.15e-06,58.0,43.10281741675814,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919836@373_sp1,MGV-GENOME-0305692,100.0,29,0,0,11332,11304,48449,1.15e-06,58.0,43.97407583231852,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919836@373_sp1,MGV-GENOME-0294189,100.0,29,0,0,36432,36460,45200,1.15e-06,58.0,42.11504424778761,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919836@373_sp1,MGV-GENOME-0247016,100.0,29,0,0,21122,21150,36251,1.15e-06,58.0,44.82910816253345,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919836@373_sp1,Ma_2019_SRR413594_NODE_206_length_60601_cov_5.584250,100.0,29,0,0,46437,46409,60601,1.15e-06,58.0,42.26662926354351,Caudovirales,Complete,Lachnospiraceae,virulent,GVD
ERZ919836@373_sp1,MGV-GENOME-0320664,100.0,29,0,0,18019,17991,41069,1.15e-06,58.0,39.95471036548248,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919836@373_sp1,MGV-GENOME-0296755,100.0,29,0,0,2840,2812,45802,1.15e-06,58.0,42.43919479498712,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919836@373_sp1,uvig_556210,100.0,29,0,0,24050,24078,35464,1.15e-06,58.0,41.75783893525829,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,GPD
ERZ919836@373_sp1,uvig_443818,100.0,29,0,0,45475,45503,57593,1.15e-06,58.0,44.36476655149063,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,GPD
ERZ919836@373_sp1,IMGVR_UViG_3300029029_000063|3300029029|Ga0169670_100184|65-60848,100.0,29,0,0,44422,44450,60784,1.15e-06,58.0,44.2715188207423,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919836@373_sp1,IMGVR_UViG_3300029076_000048|3300029076|Ga0169233_100049|98605-156236,100.0,29,0,0,44569,44597,57632,1.15e-06,58.0,44.25666296501943,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919836@373_sp2,MGV-GENOME-0372052,100.0,29,0,0,30180,30152,118751,1.15e-06,58.0,40.68681526892405,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919836@373_sp2,uvig_24291,100.0,29,0,0,7500,7528,72227,1.15e-06,58.0,40.80191618092957,Caudovirales,Low-quality,Parabacteroides distasonis,virulent,GPD
ERZ919836@373_sp2,MGV-GENOME-0376350,100.0,29,0,0,3725,3697,154353,1.15e-06,58.0,41.40703452475819,Caudovirales,Complete,Parabacteroides,virulent,MGV
ERZ919836@373_sp2,MGV-GENOME-0376324,100.0,29,0,0,150979,151007,154210,1.15e-06,58.0,41.17502107515725,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919836@373_sp2,MGV-GENOME-0376142,100.0,29,0,0,59822,59794,152547,1.15e-06,58.0,41.31120244908127,Caudovirales,Complete,Parabacteroides,virulent,MGV
ERZ919836@373_sp2,MGV-GENOME-0376091,100.0,29,0,0,64964,64936,152127,1.15e-06,58.0,41.50808206301314,Caudovirales,Complete,Parabacteroides,virulent,MGV
ERZ919836@373_sp2,MGV-GENOME-0376062,100.0,29,0,0,146833,146861,151809,1.15e-06,58.0,41.832170688167366,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919836@373_sp2,MGV-GENOME-0376000,100.0,29,0,0,100664,100692,151290,1.15e-06,58.0,41.37153810562496,Caudovirales,Complete,Parabacteroides,virulent,MGV
ERZ919836@373_sp2,MGV-GENOME-0375896,100.0,29,0,0,45694,45722,150521,1.15e-06,58.0,41.22813428026655,Caudovirales,Complete,Parabacteroides,virulent,MGV
ERZ919836@373_sp2,MGV-GENOME-0375886,100.0,29,0,0,138427,138399,150370,1.15e-06,58.0,41.48566868391301,Caudovirales,Complete,Parabacteroides,virulent,MGV
ERZ922453@262_sp0,MGV-GENOME-0324570,100.0,30,0,0,54197,54168,56412,2.92e-07,60.0,43.60774303339715,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ922453@262_sp0,MGV-GENOME-0323802,100.0,30,0,0,52200,52171,56053,2.92e-07,60.0,42.661409737213,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ922453@262_sp0,MGV-GENOME-0319089,100.0,30,0,0,49536,49507,53726,2.92e-07,60.0,44.39749841789823,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ922453@262_sp0,MGV-GENOME-0316179,100.0,30,0,0,48882,48853,52414,2.92e-07,60.0,43.446407448391646,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ922453@262_sp0,uvig_107293,100.0,30,0,0,39592,39563,49115,2.92e-07,60.0,42.02585768095287,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
ERZ922453@262_sp0,MGV-GENOME-0332559,100.0,30,0,0,18988,18959,56835,2.92e-07,60.0,42.41048649599718,Caudovirales,High-quality,Parabacteroides,virulent,MGV
